pickup_datetime,dropoff_datetime,trip_distance,fare_amount,payment_type,total_amount,borough
2022-11-30 23:57:12+00:00,2022-12-01 00:24:13+00:00,4.700000000,20.000000000,1,28.560000000,Manhattan
2022-11-30 23:57:09+00:00,2022-12-01 00:04:31+00:00,1.880000000,8.000000000,2,11.800000000,Manhattan
2022-11-30 23:57:07+00:00,2022-12-01 00:15:27+00:00,5.910000000,19.500000000,1,29.130000000,Manhattan
2022-11-30 23:57:06+00:00,2022-12-01 00:00:05+00:00,0.500000000,4.500000000,2,8.300000000,Manhattan
2022-11-30 23:57:03+00:00,2022-12-01 00:18:11+00:00,1.500000000,12.000000000,1,18.950000000,Manhattan
2022-11-30 23:57:03+00:00,2022-12-01 00:06:32+00:00,2.900000000,10.500000000,2,14.300000000,Manhattan
2022-11-30 23:57:03+00:00,2022-12-01 00:06:35+00:00,1.890000000,9.000000000,2,12.800000000,Manhattan
2022-11-30 23:57:02+00:00,2022-12-01 00:00:59+00:00,0.200000000,4.500000000,1,9.950000000,Manhattan
2022-11-30 23:56:59+00:00,2022-12-01 00:08:25+00:00,2.100000000,10.000000000,1,16.560000000,Manhattan
2022-11-30 23:56:59+00:00,2022-12-01 00:06:03+00:00,2.530000000,10.000000000,1,16.560000000,Manhattan
2022-11-30 23:56:58+00:00,2022-12-01 00:06:18+00:00,1.900000000,9.000000000,1,15.350000000,Manhattan
2022-11-30 23:56:58+00:00,2022-12-01 00:10:16+00:00,2.660000000,11.000000000,1,17.760000000,Manhattan
2022-11-30 23:56:58+00:00,2022-12-01 00:10:55+00:00,4.500000000,14.500000000,1,21.950000000,Manhattan
2022-11-30 23:56:54+00:00,2022-12-01 00:21:52+00:00,6.050000000,22.000000000,1,30.960000000,Manhattan
2022-11-30 23:56:53+00:00,2022-12-01 00:14:17+00:00,4.600000000,16.500000000,3,20.300000000,Manhattan
2022-11-30 23:56:52+00:00,2022-12-01 00:07:18+00:00,2.690000000,10.000000000,1,16.560000000,Manhattan
2022-11-30 23:56:52+00:00,2022-12-01 00:16:06+00:00,4.570000000,16.500000000,1,24.360000000,Manhattan
2022-11-30 23:56:52+00:00,2022-12-01 00:03:29+00:00,1.000000000,6.500000000,1,12.350000000,Manhattan
2022-11-30 23:56:52+00:00,2022-12-01 00:02:16+00:00,1.110000000,6.000000000,1,11.760000000,Manhattan
